user_id,group,satisfaction_score
user_004219,treatment,95.11
user_004220,treatment,87.18
user_004221,treatment,88.72
user_004222,treatment,88.74
user_004223,treatment,84.09
user_004224,treatment,62.96
user_004225,treatment,98.46
user_004226,treatment,99.76
user_004227,treatment,74.28
user_004228,treatment,72.57
user_004229,treatment,84.86
user_004230,treatment,84.09
user_004231,treatment,74.68
user_004232,treatment,61.57
user_004233,treatment,81.02
user_004234,treatment,84.09
user_004235,treatment,86.27
user_004236,treatment,81.57
user_004237,treatment,73.81
user_004238,treatment,89.63
user_004239,treatment,78.02
user_004240,treatment,71.39
user_004241,treatment,74.94
user_004242,treatment,55.38
user_004243,treatment,74.92
user_004244,treatment,85.81
user_004245,treatment,81.45
user_004246,treatment,96.21
user_004247,treatment,73.91
user_004248,treatment,83.29
user_004249,treatment,87.11
user_004250,treatment,106.49
user_004251,treatment,79.01
user_004252,treatment,64.15
user_004253,treatment,87.8
user_004254,treatment,100.52
user_004255,treatment,73.17
user_004256,treatment,87.71
user_004257,treatment,92.56
user_004258,treatment,89.91
user_004259,treatment,78.77
user_004260,treatment,68.47
user_004261,treatment,76.18
user_004262,treatment,82.93
user_004263,treatment,88.55
user_004264,treatment,81.37
user_004265,treatment,72.45
user_004266,treatment,84.14
user_004267,treatment,87.95
user_004268,treatment,81.95
user_004269,treatment,66.75
user_004270,treatment,74.93
user_004271,treatment,89.05
user_004272,treatment,59.91
user_004273,treatment,51.04
user_004274,treatment,96.05
user_004275,treatment,83.59
user_004276,treatment,84.78
user_004277,treatment,63.74
user_004278,treatment,86.42
user_004279,treatment,80.64
user_004280,treatment,57.4
user_004281,treatment,95.0
user_004282,treatment,79.18
user_004283,treatment,72.25
user_004284,treatment,72.48
user_004285,treatment,52.01
user_004286,treatment,84.62
user_004287,treatment,80.47
user_004288,treatment,74.77
user_004289,treatment,93.18
user_004290,treatment,59.9
user_004291,treatment,69.74
user_004292,treatment,66.57
user_004293,treatment,73.72
user_004294,treatment,78.04
user_004295,treatment,82.58
user_004296,treatment,72.86
user_004297,treatment,66.23
user_004298,treatment,98.28
user_004299,treatment,107.35
user_004300,treatment,78.99
user_004301,treatment,67.74
user_004302,treatment,95.64
user_004303,treatment,59.12
user_004304,treatment,73.02
user_004305,treatment,68.5
user_004306,treatment,62.71
user_004307,treatment,73.7
user_004308,treatment,66.4
user_004309,treatment,77.36
user_004310,treatment,77.54
user_004311,treatment,69.43
user_004312,treatment,72.57
user_004313,treatment,74.31
user_004314,treatment,87.32
user_004315,treatment,75.34
user_004316,treatment,87.51
user_004317,treatment,84.52
user_004318,treatment,84.34
user_004319,treatment,94.55
user_004320,treatment,63.21
user_004321,treatment,71.29
user_004322,treatment,99.24
user_004323,treatment,73.98
user_004324,treatment,42.01
user_004325,treatment,74.66
user_004326,treatment,78.89
user_004327,treatment,44.49
user_004328,treatment,93.87
user_004329,treatment,68.28
user_004330,treatment,81.31
user_004331,treatment,74.38
user_004332,treatment,61.1
user_004333,treatment,63.82
user_004334,treatment,65.51
user_004335,treatment,90.77
user_004336,treatment,75.36
user_004337,treatment,70.68
user_004338,treatment,65.52
user_004339,treatment,92.15
user_004340,treatment,95.5
user_004341,treatment,92.01
user_004342,treatment,83.36
user_004343,treatment,80.82
user_004344,treatment,62.0
user_004345,treatment,74.13
user_004346,treatment,68.65
user_004347,treatment,54.38
user_004348,treatment,90.41
user_004349,treatment,68.5
user_004350,treatment,92.15
user_004351,treatment,88.22
user_004352,treatment,84.16
user_004353,treatment,84.86
user_004354,treatment,69.51
user_004355,treatment,100.42
user_004356,treatment,77.74
user_004357,treatment,80.97
user_004358,treatment,69.09
user_004359,treatment,65.56
user_004360,treatment,83.17
user_004361,treatment,79.92
user_004362,treatment,67.33
user_004363,treatment,59.22
user_004364,treatment,61.33
user_004365,treatment,92.15
user_004366,treatment,69.53
user_004367,treatment,72.96
user_004368,treatment,95.33
user_004369,treatment,63.17
user_004370,treatment,68.11
user_004371,treatment,67.59
user_004372,treatment,97.43
user_004373,treatment,102.12
user_004374,treatment,86.59
user_004375,treatment,86.99
user_004376,treatment,69.95
user_004377,treatment,101.54
user_004378,treatment,80.55
user_004379,treatment,87.86
user_004380,treatment,75.88
user_004381,treatment,73.85
user_004382,treatment,97.99
user_004383,treatment,83.95
user_004384,treatment,95.34
user_004385,treatment,80.39
user_004386,treatment,66.6
user_004387,treatment,69.91
user_004388,treatment,78.49
user_004389,treatment,69.37
user_004390,treatment,63.36
user_004391,treatment,92.22
user_004392,treatment,70.39
user_004393,treatment,78.93
user_004394,treatment,80.9
user_004395,treatment,69.85
user_004396,treatment,95.33
user_004397,treatment,63.24
user_004398,treatment,80.47
user_004399,treatment,80.28
user_004400,treatment,76.52
user_004401,treatment,60.99
user_004402,treatment,88.09
user_004403,treatment,86.49
user_004404,treatment,68.76
user_004405,treatment,86.04
user_004406,treatment,81.89
user_004407,treatment,61.19
user_004408,treatment,66.53
user_004409,treatment,91.43
user_004410,treatment,81.07
user_004411,treatment,70.15
user_004412,treatment,66.47
user_004413,treatment,70.76
user_004414,treatment,71.64
user_004415,treatment,66.63
user_004416,treatment,55.43
user_004417,treatment,91.45
user_004418,treatment,89.33
user_004419,treatment,61.28
user_004420,treatment,78.9
user_004421,treatment,65.92
user_004422,treatment,73.93
user_004423,treatment,72.89
user_004424,treatment,71.85
user_004425,treatment,102.24
user_004426,treatment,71.7
user_004427,treatment,67.1
user_004428,treatment,67.67
user_004429,treatment,90.25
user_004430,treatment,56.55
user_004431,treatment,67.67
user_004432,treatment,95.29
user_004433,treatment,80.25
user_004434,treatment,79.6
user_004435,treatment,103.85
user_004436,treatment,80.28
user_004437,treatment,68.35
user_004438,treatment,73.67
user_004439,treatment,63.01
user_004440,treatment,92.9
user_004441,treatment,84.38
user_004442,treatment,91.26
user_004443,treatment,92.36
user_004444,treatment,72.02
user_004445,treatment,65.39
user_004446,treatment,76.55
user_004447,treatment,66.29
user_004448,treatment,79.26
user_004449,treatment,91.35
user_004450,treatment,75.1
user_004451,treatment,79.07
user_004452,treatment,76.03
user_004453,treatment,87.23
user_004454,treatment,68.85
user_004455,treatment,49.74
user_004456,treatment,83.09
user_004457,treatment,89.55
user_004458,treatment,82.78
user_004459,treatment,69.2
user_004460,treatment,63.01
user_004461,treatment,83.38
user_004462,treatment,78.97
user_004463,treatment,75.63
user_004464,treatment,99.98
user_004465,treatment,65.36
user_004466,treatment,99.39
user_004467,treatment,77.6
user_004468,treatment,54.26
user_004469,treatment,74.96
user_004470,treatment,89.19
user_004471,treatment,72.64
user_004472,treatment,58.77
user_004473,treatment,75.14
user_004474,treatment,66.49
user_004475,treatment,83.35
user_004476,treatment,86.87
user_004477,treatment,64.0
user_004478,treatment,68.38
user_004479,treatment,86.66
user_004480,treatment,66.46
user_004481,treatment,63.67
user_004482,treatment,62.47
user_004483,treatment,81.6
user_004484,treatment,81.06
user_004485,treatment,68.65
user_004486,treatment,77.26
user_004487,treatment,96.29
user_004488,treatment,65.02
user_004489,treatment,52.8
user_004490,treatment,82.89
user_004491,treatment,75.82
user_004492,treatment,68.32
user_004493,treatment,85.35
user_004494,treatment,87.69
user_004495,treatment,49.6
user_004496,treatment,69.04
user_004497,treatment,106.17
user_004498,treatment,84.49
user_004499,treatment,85.65
user_004500,treatment,91.86
user_004501,treatment,77.41
user_004502,treatment,87.16
user_004503,treatment,86.18
user_004504,treatment,83.94
user_004505,treatment,73.17
user_004506,treatment,79.35
user_004507,treatment,69.85
user_004508,treatment,77.36
user_004509,treatment,62.59
user_004510,treatment,67.32
user_004511,treatment,73.67
user_004512,treatment,65.4
user_004513,treatment,70.89
user_004514,treatment,75.15
user_004515,treatment,82.23
user_004516,treatment,89.07
user_004517,treatment,71.4
user_004518,treatment,93.89
user_004519,treatment,88.93
user_004520,treatment,83.5
user_004521,treatment,79.12
user_004522,treatment,81.19
user_004523,treatment,92.04
user_004524,treatment,92.49
user_004525,treatment,93.89
user_004526,treatment,77.72
user_004527,treatment,84.14
user_004528,treatment,93.99
user_004529,treatment,69.4
user_004530,treatment,73.22
user_004531,treatment,77.4
user_004532,treatment,88.44
user_004533,treatment,88.64
user_004534,treatment,74.31
user_004535,treatment,58.34
user_004536,treatment,80.28
user_004537,treatment,65.72
user_004538,treatment,58.58
user_004539,treatment,61.4
user_004540,treatment,81.28
user_004541,treatment,94.21
user_004542,treatment,77.69
user_004543,treatment,79.84
user_004544,treatment,91.99
user_004545,treatment,57.89
user_004546,treatment,83.7
user_004547,treatment,77.06
user_004548,treatment,84.28
user_004549,treatment,71.16
user_004550,treatment,66.98
user_004551,treatment,78.96
user_004552,treatment,97.81
user_004553,treatment,87.96
user_004554,treatment,70.85
user_004555,treatment,60.44
user_004556,treatment,56.17
user_004557,treatment,93.65
user_004558,treatment,65.26
user_004559,treatment,73.13
user_004560,treatment,93.72
user_004561,treatment,57.03
user_004562,treatment,95.85
user_004563,treatment,74.03
user_004564,treatment,62.84
user_004565,treatment,74.11
user_004566,treatment,68.17
user_004567,treatment,82.71
user_004568,treatment,69.1
user_004569,treatment,53.3
user_004570,treatment,74.44
user_004571,treatment,60.24
user_004572,treatment,79.75
user_004573,treatment,62.36
user_004574,treatment,71.1
user_004575,treatment,79.48
user_004576,treatment,74.54
user_004577,treatment,80.33
user_004578,treatment,85.7
user_004579,treatment,62.73
user_004580,treatment,76.4
user_004581,treatment,35.58
user_004582,treatment,80.29
user_004583,treatment,73.44
user_004584,treatment,64.91
user_004585,treatment,81.15
user_004586,treatment,91.86
user_004587,treatment,71.25
user_004588,treatment,65.39
user_004589,treatment,79.26
user_004590,treatment,60.5
user_004591,treatment,68.95
user_004592,treatment,92.48
user_004593,treatment,77.98
user_004594,treatment,53.71
user_004595,treatment,54.74
user_004596,treatment,79.23
user_004597,treatment,87.98
user_004598,treatment,56.98
user_004599,treatment,82.82
user_004600,treatment,93.83
user_004601,treatment,100.8
user_004602,treatment,81.34
user_004603,treatment,83.54
user_004604,treatment,50.54
user_004605,treatment,103.45
user_004606,treatment,70.01
user_004607,treatment,65.53
user_004608,treatment,74.01
user_004609,treatment,96.1
user_004610,treatment,104.8
user_004611,treatment,78.77
user_004612,treatment,89.68
user_004613,treatment,77.74
user_004614,treatment,64.23
user_004615,treatment,95.66
user_004616,treatment,69.42
user_004617,treatment,96.39
user_004618,treatment,93.43
user_004619,treatment,84.88
user_004620,treatment,100.06
user_004621,treatment,105.1
user_004622,treatment,75.01
user_004623,treatment,67.09
user_004624,treatment,53.9
user_004625,treatment,105.26
user_004626,treatment,71.7
user_004627,treatment,91.39
user_004628,treatment,67.93
user_004629,treatment,96.43
user_004630,treatment,68.45
user_004631,treatment,62.3
user_004632,treatment,74.59
user_004633,treatment,70.55
user_004634,treatment,84.65
user_004635,treatment,76.56
user_004636,treatment,85.05
user_004637,treatment,73.56
user_004638,treatment,68.89
user_004639,treatment,69.91
user_004640,treatment,102.76
user_004641,treatment,80.01
user_004642,treatment,52.4
user_004643,treatment,70.7
user_004644,treatment,78.41
user_004645,treatment,100.27
user_004646,treatment,90.06
user_004647,treatment,65.68
user_004648,treatment,107.43
user_004649,treatment,76.81
user_004650,treatment,92.78
user_004651,treatment,62.76
user_004652,treatment,47.22
user_004653,treatment,59.59
user_004654,treatment,36.57
user_004655,treatment,103.6
user_004656,treatment,79.88
user_004657,treatment,65.64
user_004658,treatment,82.86
user_004659,treatment,79.57
user_004660,treatment,84.96
user_004661,treatment,92.32
user_004662,treatment,73.58
user_004663,treatment,66.2
user_004664,treatment,87.55
user_004665,treatment,87.23
user_004666,treatment,78.46
user_004667,treatment,104.42
user_004668,treatment,71.73
user_004669,treatment,65.95
user_004670,treatment,82.43
user_004671,treatment,68.76
user_004672,treatment,83.39
user_004673,treatment,66.79
user_004674,treatment,72.2
user_004675,treatment,100.84
user_004676,treatment,72.13
user_004677,treatment,67.21
user_004678,treatment,91.83
user_004679,treatment,64.06
user_004680,treatment,68.54
user_004681,treatment,84.41
user_004682,treatment,88.93
user_004683,treatment,92.46
user_004684,treatment,67.86
user_004685,treatment,84.65
user_004686,treatment,71.37
user_004687,treatment,69.63
user_004688,treatment,92.24
user_004689,treatment,70.33
user_004690,treatment,80.68
user_004691,treatment,79.14
user_004692,treatment,63.82
user_004693,treatment,89.28
user_004694,treatment,84.2
user_004695,treatment,52.37
user_004696,treatment,80.67
user_004697,treatment,67.54
user_004698,treatment,90.91
user_004699,treatment,59.13
user_004700,treatment,72.74
user_004701,treatment,81.73
user_004702,treatment,77.88
user_004703,treatment,86.74
user_004704,treatment,58.22
user_004705,treatment,97.85
user_004706,treatment,83.76
user_004707,treatment,94.2
user_004708,treatment,88.13
user_004709,treatment,77.05
user_004710,treatment,61.15
user_004711,treatment,70.16
user_004712,treatment,97.07
user_004713,treatment,94.52
user_004714,treatment,69.46
user_004715,treatment,41.97
user_004716,treatment,74.54
user_004717,treatment,73.6
user_004718,treatment,74.08
user_004719,treatment,83.81
user_004720,treatment,88.15
user_004721,treatment,89.58
user_004722,treatment,82.77
user_004723,treatment,54.69
user_004724,treatment,72.94
user_004725,treatment,106.0
user_004726,treatment,81.88
user_004727,treatment,81.8
user_004728,treatment,81.69
user_004729,treatment,82.39
user_004730,treatment,47.41
user_004731,treatment,74.21
user_004732,treatment,76.73
user_004733,treatment,93.22
user_004734,treatment,77.8
user_004735,treatment,56.62
user_004736,treatment,82.58
user_004737,treatment,67.15
user_004738,treatment,61.99
user_004739,treatment,66.77
user_004740,treatment,83.98
user_004741,treatment,92.93
user_004742,treatment,83.24
user_004743,treatment,85.1
user_004744,treatment,83.11
user_004745,treatment,78.47
user_004746,treatment,85.91
user_004747,treatment,46.97
user_004748,treatment,78.59
user_004749,treatment,64.14
user_004750,treatment,91.74
user_004751,treatment,75.36
user_004752,treatment,77.59
user_004753,treatment,58.39
user_004754,treatment,89.91
user_004755,treatment,85.04
user_004756,treatment,84.16
user_004757,treatment,67.04
user_004758,treatment,67.53
user_004759,treatment,79.99
user_004760,treatment,68.52
user_004761,treatment,82.64
user_004762,treatment,50.19
user_004763,treatment,71.11
user_004764,treatment,99.66
user_004765,treatment,82.69
user_004766,treatment,79.28
user_004767,treatment,102.02
user_004768,treatment,48.0
user_004769,treatment,67.01
user_004770,treatment,72.19
user_004771,treatment,87.93
user_004772,treatment,88.15
user_004773,treatment,66.37
user_004774,treatment,89.67
user_004775,treatment,72.16
user_004776,treatment,92.35
user_004777,treatment,64.29
user_004778,treatment,75.66
user_004779,treatment,71.07
user_004780,treatment,90.4
user_004781,treatment,70.67
user_004782,treatment,76.67
user_004783,treatment,83.54
user_004784,treatment,84.02
user_004785,treatment,88.29
user_004786,treatment,79.84
user_004787,treatment,71.97
user_004788,treatment,72.83
user_004789,treatment,77.52
user_004790,treatment,80.32
user_004791,treatment,75.36
user_004792,treatment,77.44
user_004793,treatment,58.23
user_004794,treatment,85.54
user_004795,treatment,79.46
user_004796,treatment,89.72
user_004797,treatment,77.2
user_004798,treatment,55.47
user_004799,treatment,72.72
user_004800,treatment,74.7
user_004801,treatment,86.49
user_004802,treatment,51.32
user_004803,treatment,77.71
user_004804,treatment,83.62
user_004805,treatment,68.93
user_004806,treatment,78.13
user_004807,treatment,69.36
user_004808,treatment,68.08
user_004809,treatment,72.09
user_004810,treatment,68.32
user_004811,treatment,85.75
user_004812,treatment,68.01
user_004813,treatment,65.91
user_004814,treatment,99.3
user_004815,treatment,89.21
user_004816,treatment,53.93
user_004817,treatment,67.64
user_004818,treatment,80.23
user_004819,treatment,81.25
user_004820,treatment,58.57
user_004821,treatment,91.68
user_004822,treatment,87.52
user_004823,treatment,83.22
user_004824,treatment,94.16
user_004825,treatment,82.85
user_004826,treatment,82.81
user_004827,treatment,96.67
user_004828,treatment,90.97
user_004829,treatment,66.68
user_004830,treatment,85.11
user_004831,treatment,68.9
user_004832,treatment,83.5
user_004833,treatment,83.16
user_004834,treatment,59.91
user_004835,treatment,75.68
user_004836,treatment,80.52
user_004837,treatment,71.75
user_004838,treatment,81.13
user_004839,treatment,87.27
user_004840,treatment,76.82
user_004841,treatment,80.01
user_004842,treatment,94.49
user_004843,treatment,83.11
user_004844,treatment,79.71
user_004845,treatment,65.22
user_004846,treatment,85.59
user_004847,treatment,81.33
user_004848,treatment,93.25
user_004849,treatment,77.79
user_004850,treatment,54.5
user_004851,treatment,55.95
user_004852,treatment,86.4
user_004853,treatment,70.07
user_004854,treatment,82.66
user_004855,treatment,78.63
user_004856,treatment,75.11
user_004857,treatment,76.0
user_004858,treatment,66.38
user_004859,treatment,77.0
user_004860,treatment,69.89
user_004861,treatment,72.55
user_004862,treatment,73.15
user_004863,treatment,74.37
user_004864,treatment,88.73
user_004865,treatment,75.58
user_004866,treatment,90.0
user_004867,treatment,96.42
user_004868,treatment,87.89
user_004869,treatment,83.88
user_004870,treatment,81.29
user_004871,treatment,88.02
user_004872,treatment,78.32
user_004873,treatment,89.51
user_004874,treatment,84.88
user_004875,treatment,72.7
user_004876,treatment,88.4
user_004877,treatment,78.34
user_004878,treatment,75.87
user_004879,treatment,71.25
user_004880,treatment,79.28
user_004881,treatment,89.66
user_004882,treatment,88.31
user_004883,treatment,81.62
user_004884,treatment,84.7
user_004885,treatment,93.1
user_004886,treatment,75.33
user_004887,treatment,63.26
user_004888,treatment,93.46
user_004889,treatment,70.58
user_004890,treatment,68.57
user_004891,treatment,54.75
user_004892,treatment,84.34
user_004893,treatment,56.93
user_004894,treatment,67.82
user_004895,treatment,84.55
user_004896,treatment,86.22
user_004897,treatment,69.05
user_004898,treatment,75.52
user_004899,treatment,66.29
user_004900,treatment,70.35
user_004901,treatment,80.53
user_004902,treatment,70.93
user_004903,treatment,74.15
user_004904,treatment,58.89
user_004905,treatment,91.36
user_004906,treatment,83.58
user_004907,treatment,87.11
user_004908,treatment,93.33
user_004909,treatment,66.88
user_004910,treatment,72.72
user_004911,treatment,53.51
user_004912,treatment,116.46
user_004913,treatment,75.33
user_004914,treatment,90.18
user_004915,treatment,61.72
user_004916,treatment,89.65
user_004917,treatment,100.42
user_004918,treatment,76.45
user_004919,treatment,64.56
user_004920,treatment,75.47
user_004921,treatment,49.37
user_004922,treatment,76.73
user_004923,treatment,87.46
user_004924,treatment,76.75
user_004925,treatment,73.65
user_004926,treatment,83.79
user_004927,treatment,84.75
user_004928,treatment,56.45
user_004929,treatment,78.31
user_004930,treatment,107.65
user_004931,treatment,60.51
user_004932,treatment,76.13
user_004933,treatment,101.47
user_004934,treatment,91.0
user_004935,treatment,70.78
user_004936,treatment,79.78
user_004937,treatment,77.17
user_004938,treatment,67.85
user_004939,treatment,76.27
user_004940,treatment,73.7
user_004941,treatment,78.61
user_004942,treatment,67.85
user_004943,treatment,61.24
user_004944,treatment,76.68
user_004945,treatment,98.64
user_004946,treatment,78.23
user_004947,treatment,73.06
user_004948,treatment,86.63
user_004949,treatment,75.22
user_004950,treatment,100.55
user_004951,treatment,77.15
user_004952,treatment,85.96
user_004953,treatment,67.77
user_004954,treatment,83.49
user_004955,treatment,80.64
user_004956,treatment,76.49
user_004957,treatment,70.93
user_004958,treatment,69.22
user_004959,treatment,80.73
user_004960,treatment,85.06
user_004961,treatment,75.61
user_004962,treatment,80.79
user_004963,treatment,76.73
user_004964,treatment,78.43
user_004965,treatment,74.69
user_004966,treatment,77.42
user_004967,treatment,110.93
user_004968,treatment,81.1
user_004969,treatment,85.27
user_004970,treatment,82.68
user_004971,treatment,73.91
user_004972,treatment,93.37
user_004973,treatment,73.56
user_004974,treatment,90.39
user_004975,treatment,73.02
user_004976,treatment,65.2
user_004977,treatment,81.77
user_004978,treatment,63.39
user_004979,treatment,83.9
user_004980,treatment,62.27
user_004981,treatment,73.21
user_004982,treatment,59.3
user_004983,treatment,112.5
user_004984,treatment,56.53
user_004985,treatment,77.32
user_004986,treatment,91.49
user_004987,treatment,90.15
user_004988,treatment,87.84
user_004989,treatment,73.23
user_004990,treatment,94.09
user_004991,treatment,88.62
user_004992,treatment,79.85
user_004993,treatment,80.21
user_004994,treatment,73.4
user_004995,treatment,65.83
user_004996,treatment,92.66
user_004997,treatment,93.6
user_004998,treatment,66.15
user_004999,treatment,75.28
user_005000,treatment,75.41
user_005001,treatment,76.79
user_005002,treatment,78.0
user_005003,treatment,89.04
user_005004,treatment,67.86
user_005005,treatment,66.62
user_005006,treatment,92.66
user_005007,treatment,71.42
user_005008,treatment,61.41
user_005009,treatment,71.14
user_005010,treatment,73.07
user_005011,treatment,96.64
user_005012,treatment,88.76
user_005013,treatment,91.54
user_005014,treatment,87.45
user_005015,treatment,89.03
user_005016,treatment,68.6
user_005017,treatment,74.72
user_005018,treatment,64.83
user_005019,treatment,74.57
user_005020,treatment,85.75
user_005021,treatment,78.88
user_005022,treatment,93.59
user_005023,treatment,62.93
user_005024,treatment,83.45
user_005025,treatment,61.6
user_005026,treatment,78.38
user_005027,treatment,86.45
user_005028,treatment,74.52
user_005029,treatment,84.09
user_005030,treatment,65.2
user_005031,treatment,56.4
user_005032,treatment,84.16
user_005033,treatment,99.0
user_005034,treatment,64.75
user_005035,treatment,92.48
user_005036,treatment,77.74
user_005037,treatment,60.5
user_005038,treatment,63.06
user_005039,treatment,77.4
user_005040,treatment,72.14
user_005041,treatment,60.79
user_005042,treatment,56.02
user_005043,treatment,66.62
user_005044,treatment,79.62
user_005045,treatment,77.12
user_005046,treatment,70.93
user_005047,treatment,79.72
user_005048,treatment,90.2
user_005049,treatment,82.13
user_005050,treatment,75.68
user_005051,treatment,88.8
user_005052,treatment,65.2
user_005053,treatment,74.39
user_005054,treatment,74.69
user_005055,treatment,61.74
user_005056,treatment,71.95
user_005057,treatment,51.26
user_005058,treatment,101.1
user_005059,treatment,65.48
user_005060,treatment,97.03
user_005061,treatment,77.68
user_005062,treatment,84.26
user_005063,treatment,71.09
user_005064,treatment,79.8
user_005065,treatment,85.33
user_005066,treatment,85.51
user_005067,treatment,86.88
user_005068,treatment,72.6
user_005069,treatment,71.2
user_005070,treatment,57.27
user_005071,treatment,83.74
user_005072,treatment,90.73
user_005073,treatment,97.4
user_005074,treatment,81.01
user_005075,treatment,67.62
user_005076,treatment,55.99
user_005077,treatment,90.22
user_005078,treatment,54.75
user_005079,treatment,72.94
user_005080,treatment,74.4
user_005081,treatment,76.33
user_005082,treatment,77.65
user_005083,treatment,78.93
user_005084,treatment,47.01
user_005085,treatment,77.38
user_005086,treatment,49.33
user_005087,treatment,86.35
user_005088,treatment,70.26
user_005089,treatment,50.24
user_005090,treatment,67.02
user_005091,treatment,70.07
user_005092,treatment,92.08
user_005093,treatment,79.66
user_005094,treatment,81.51
user_005095,treatment,91.97
user_005096,treatment,76.0
user_005097,treatment,86.63
user_005098,treatment,85.75
user_005099,treatment,61.12
user_005100,treatment,95.61
user_005101,treatment,59.45
user_005102,treatment,88.67
user_005103,treatment,58.24
user_005104,treatment,84.72
user_005105,treatment,100.47
user_005106,treatment,74.54
user_005107,treatment,74.0
user_005108,treatment,84.83
user_005109,treatment,73.08
user_005110,treatment,99.93
user_005111,treatment,79.6
user_005112,treatment,73.2
user_005113,treatment,70.45
user_005114,treatment,65.54
user_005115,treatment,69.35
user_005116,treatment,72.82
user_005117,treatment,71.1
user_005118,treatment,68.97
user_005119,treatment,103.44
user_005120,treatment,64.32
user_005121,treatment,79.03
user_005122,treatment,84.61
user_005123,treatment,85.08
user_005124,treatment,76.47
user_005125,treatment,74.19
user_005126,treatment,82.84
user_005127,treatment,80.53
user_005128,treatment,73.96
user_005129,treatment,57.68
user_005130,treatment,71.35
user_005131,treatment,62.87
user_005132,treatment,68.86
user_005133,treatment,77.62
user_005134,treatment,81.68
user_005135,treatment,99.46
user_005136,treatment,70.48
user_005137,treatment,86.88
user_005138,treatment,81.02
user_005139,treatment,93.4
user_005140,treatment,84.4
user_005141,treatment,64.59
user_005142,treatment,55.66
user_005143,treatment,81.09
user_005144,treatment,70.59
user_005145,treatment,64.95
user_005146,treatment,61.36
user_005147,treatment,79.21
user_005148,treatment,96.05
user_005149,treatment,72.09
user_005150,treatment,84.58
user_005151,treatment,75.92
user_005152,treatment,61.08
user_005153,treatment,86.39
user_005154,treatment,63.52
user_005155,treatment,77.47
user_005156,treatment,72.93
user_005157,treatment,88.36
user_005158,treatment,63.97
user_005159,treatment,82.09
user_005160,treatment,66.7
user_005161,treatment,70.81
user_005162,treatment,31.76
user_005163,treatment,103.35
user_005164,treatment,84.08
user_005165,treatment,67.61
user_005166,treatment,63.14
user_005167,treatment,71.0
user_005168,treatment,86.16
user_005169,treatment,53.55
user_005170,treatment,75.43
user_005171,treatment,99.33
user_005172,treatment,63.03
user_005173,treatment,78.2
user_005174,treatment,104.74
user_005175,treatment,85.1
user_005176,treatment,78.77
user_005177,treatment,83.53
user_005178,treatment,72.19
user_005179,treatment,93.45
user_005180,treatment,72.21
user_005181,treatment,52.71
user_005182,treatment,72.31
user_005183,treatment,65.12
user_005184,treatment,73.69
user_005185,treatment,73.96
user_005186,treatment,92.17
user_005187,treatment,85.89
user_005188,treatment,80.49
user_005189,treatment,77.16
user_005190,treatment,63.96
user_005191,treatment,49.94
user_005192,treatment,78.61
user_005193,treatment,87.13
user_005194,treatment,75.85
user_005195,treatment,70.51
user_005196,treatment,83.01
user_005197,treatment,76.16
user_005198,treatment,98.27
user_005199,treatment,92.61
user_005200,treatment,89.19
user_005201,treatment,86.67
user_005202,treatment,61.07
user_005203,treatment,85.49
user_005204,treatment,81.9
user_005205,treatment,84.78
user_005206,treatment,83.36
user_005207,treatment,82.86
user_005208,treatment,110.96
user_005209,treatment,76.25
user_005210,treatment,88.9
user_005211,treatment,71.31
user_005212,treatment,87.08
user_005213,treatment,88.94
user_005214,treatment,81.76
user_005215,treatment,98.07
user_005216,treatment,66.15
user_005217,treatment,71.11
user_005218,treatment,79.85
user_005219,treatment,88.21
user_005220,treatment,79.44
user_005221,treatment,93.27
user_005222,treatment,68.93
user_005223,treatment,62.94
user_005224,treatment,81.05
user_005225,treatment,76.24
user_005226,treatment,83.99
user_005227,treatment,76.86
user_005228,treatment,72.95
user_005229,treatment,76.26
user_005230,treatment,77.56
user_005231,treatment,73.39
user_005232,treatment,74.66
user_005233,treatment,72.16
user_005234,treatment,87.91
user_005235,treatment,79.63
user_005236,treatment,105.41
user_005237,treatment,79.21
user_005238,treatment,70.31
user_005239,treatment,110.58
user_005240,treatment,82.37
user_005241,treatment,89.58
user_005242,treatment,84.6
user_005243,treatment,84.99
user_005244,treatment,83.9
user_005245,treatment,63.42
user_005246,treatment,81.79
user_005247,treatment,60.64
user_005248,treatment,75.02
user_005249,treatment,68.13
user_005250,treatment,81.67
user_005251,treatment,81.38
user_005252,treatment,83.21
user_005253,treatment,80.79
user_005254,treatment,69.61
user_005255,treatment,73.94
user_005256,treatment,88.7
user_005257,treatment,90.55
user_005258,treatment,62.87
user_005259,treatment,58.06
user_005260,treatment,68.11
user_005261,treatment,90.27
user_005262,treatment,92.39
user_005263,treatment,65.64
user_005264,treatment,81.04
user_005265,treatment,100.13
user_005266,treatment,82.39
user_005267,treatment,94.97
user_005268,treatment,89.68
user_005269,treatment,65.82
user_005270,treatment,74.83
user_005271,treatment,77.63
user_005272,treatment,78.5
user_005273,treatment,88.65
user_005274,treatment,82.31
user_005275,treatment,40.5
user_005276,treatment,60.79
user_005277,treatment,49.86
user_005278,treatment,79.39
user_005279,treatment,80.21
user_005280,treatment,80.74
user_005281,treatment,65.21
user_005282,treatment,85.63
user_005283,treatment,86.15
user_005284,treatment,61.51
user_005285,treatment,58.87
user_005286,treatment,77.2
user_005287,treatment,99.6
user_005288,treatment,98.45
user_005289,treatment,84.24
user_005290,treatment,68.08
user_005291,treatment,88.29
user_005292,treatment,71.54
user_005293,treatment,67.61
