user_id,group,watch_duration
user_004702,control,20.76
user_004703,control,19.34
user_004704,control,19.33
user_004705,control,10.99
user_004706,control,37.55
user_004707,control,8.27
user_004708,control,26.16
user_004709,control,11.81
user_004710,control,7.49
user_004711,control,19.57
user_004712,control,16.91
user_004713,control,16.21
user_004714,control,13.0
user_004715,control,11.82
user_004716,control,82.33
user_004717,control,31.42
user_004718,control,21.72
user_004719,control,13.32
user_004720,control,27.27
user_004721,control,18.44
user_004722,control,12.44
user_004723,control,9.56
user_004724,control,11.42
user_004725,control,0.96
user_004726,control,14.42
user_004727,control,8.24
user_004728,control,43.56
user_004729,control,12.37
user_004730,control,4.71
user_004731,control,11.71
user_004732,control,5.28
user_004733,control,17.79
user_004734,control,15.38
user_004735,control,26.21
user_004736,control,6.47
user_004737,control,12.52
user_004738,control,4.09
user_004739,control,21.35
user_004740,control,18.45
user_004741,control,18.11
user_004742,control,12.2
user_004743,control,16.98
user_004744,control,43.97
user_004745,control,9.7
user_004746,control,13.61
user_004747,control,5.11
user_004748,control,6.08
user_004749,control,13.17
user_004750,control,29.46
user_004751,control,9.92
user_004752,control,10.09
user_004753,control,8.8
user_004754,control,7.94
user_004755,control,15.42
user_004756,control,3.68
user_004757,control,33.95
user_004758,control,7.15
user_004759,control,21.7
user_004760,control,4.41
user_004761,control,20.8
user_004762,control,20.85
user_004763,control,16.57
user_004764,control,5.5
user_004765,control,14.87
user_004766,control,4.73
user_004767,control,9.95
user_004768,control,27.76
user_004769,control,23.04
user_004770,control,12.33
user_004771,control,5.59
user_004772,control,20.42
user_004773,control,12.37
user_004774,control,1.9
user_004775,control,22.79
user_004776,control,11.95
user_004777,control,31.88
user_004778,control,5.07
user_004779,control,0.96
user_004780,control,15.23
user_004781,control,15.38
user_004782,control,3.15
user_004783,control,5.57
user_004784,control,110.41
user_004785,control,9.54
user_004786,control,21.86
user_004787,control,7.24
user_004788,control,2.29
user_004789,control,10.63
user_004790,control,9.85
user_004791,control,8.85
user_004792,control,11.11
user_004793,control,15.05
user_004794,control,10.8
user_004795,control,4.43
user_004796,control,17.97
user_004797,control,2.56
user_004798,control,2.36
user_004799,control,22.01
user_004800,control,18.28
user_004801,control,11.64
user_004802,control,3.99
user_004803,control,6.91
user_004804,control,9.87
user_004805,control,3.4
user_004806,control,6.74
user_004807,control,20.53
user_004808,control,38.16
user_004809,control,8.71
user_004810,control,22.31
user_004811,control,2.63
user_004812,control,20.65
user_004813,control,6.4
user_004814,control,15.58
user_004815,control,9.99
user_004816,control,35.03
user_004817,control,6.05
user_004818,control,20.13
user_004819,control,9.74
user_004820,control,10.73
user_004821,control,10.52
user_004822,control,6.19
user_004823,control,12.05
user_004824,control,11.59
user_004825,control,14.78
user_004826,control,13.03
user_004827,control,23.07
user_004828,control,25.5
user_004829,control,5.26
user_004830,control,24.41
user_004831,control,4.72
user_004832,control,19.5
user_004833,control,20.0
user_004834,control,2.64
user_004835,control,13.12
user_004836,control,8.37
user_004837,control,6.64
user_004838,control,35.9
user_004839,control,7.22
user_004840,control,6.39
user_004841,control,12.94
user_004842,control,21.08
user_004843,control,10.88
user_004844,control,30.97
user_004845,control,18.63
user_004846,control,2.13
user_004847,control,7.98
user_004848,control,7.77
user_004849,control,17.88
user_004850,control,1.49
user_004851,control,93.62
user_004852,control,18.63
user_004853,control,13.72
user_004854,control,31.35
user_004855,control,79.43
user_004856,control,24.45
user_004857,control,26.02
user_004858,control,13.53
user_004859,control,10.88
user_004860,control,8.33
user_004861,control,6.29
user_004862,control,7.03
user_004863,control,4.14
user_004864,control,11.47
user_004865,control,3.17
user_004866,control,14.19
user_004867,control,11.83
user_004868,control,13.7
user_004869,control,8.02
user_004870,control,142.81
user_004871,control,36.17
user_004872,control,4.5
user_004873,control,14.68
user_004874,control,7.49
user_004875,control,5.41
user_004876,control,4.17
user_004877,control,17.21
user_004878,control,7.06
user_004879,control,26.42
user_004880,control,26.98
user_004881,control,36.57
user_004882,control,6.16
user_004883,control,17.82
user_004884,control,20.21
user_004885,control,8.34
user_004886,control,6.57
user_004887,control,44.15
user_004888,control,14.61
user_004889,control,20.26
user_004890,control,6.31
user_004891,control,4.59
user_004892,control,7.72
user_004893,control,11.03
user_004894,control,5.2
user_004895,control,12.09
user_004896,control,3.16
user_004897,control,4.97
user_004898,control,20.84
user_004899,control,19.75
user_004900,control,8.9
user_004901,control,5.4
user_004902,control,5.36
user_004903,control,9.04
user_004904,control,20.4
user_004905,control,25.6
user_004906,control,8.19
user_004907,control,4.84
user_004908,control,15.09
user_004909,control,6.3
user_004910,control,8.05
user_004911,control,35.17
user_004912,control,23.61
user_004913,control,13.82
user_004914,control,4.4
user_004915,control,14.43
user_004916,control,28.51
user_004917,control,9.02
user_004918,control,35.91
user_004919,control,34.27
user_004920,control,46.11
user_004921,control,15.55
user_004922,control,19.49
user_004923,control,37.76
user_004924,control,17.43
user_004925,control,8.16
user_004926,control,8.51
user_004927,control,14.74
user_004928,control,4.34
user_004929,control,10.86
user_004930,control,29.29
user_004931,control,2.11
user_004932,control,41.58
user_004933,control,29.9
user_004934,control,8.43
user_004935,control,18.82
user_004936,control,12.21
user_004937,control,32.59
user_004938,control,26.74
user_004939,control,3.97
user_004940,control,19.49
user_004941,control,10.33
user_004942,control,13.02
user_004943,control,6.8
user_004944,control,49.33
user_004945,control,28.0
user_004946,control,6.74
user_004947,control,4.19
user_004948,control,8.95
user_004949,control,17.25
user_004950,control,14.76
user_004951,control,33.2
user_004952,control,22.92
user_004953,control,26.46
user_004954,control,15.82
user_004955,control,4.01
user_004956,control,10.42
user_004957,control,28.45
user_004958,control,11.69
user_004959,control,18.22
user_004960,control,9.44
user_004961,control,5.34
user_004962,control,11.04
user_004963,control,15.6
user_004964,control,7.21
user_004965,control,10.09
user_004966,control,5.75
user_004967,control,29.83
user_004968,control,9.63
user_004969,control,38.95
user_004970,control,41.39
user_004971,control,11.42
user_004972,control,5.44
user_004973,control,2.3
user_004974,control,3.75
user_004975,control,4.06
user_004976,control,36.7
user_004977,control,13.37
user_004978,control,16.64
user_004979,control,2.06
user_004980,control,4.67
user_004981,control,24.77
user_004982,control,15.32
user_004983,control,10.83
user_004984,control,19.14
user_004985,control,45.09
user_004986,control,10.21
user_004987,control,12.88
user_004988,control,14.21
user_004989,control,82.57
user_004990,control,2.27
user_004991,control,21.04
user_004992,control,11.11
user_004993,control,19.17
user_004994,control,7.2
user_004995,control,11.71
user_004996,control,21.52
user_004997,control,146.98
user_004998,control,23.25
user_004999,control,6.18
user_005000,treatment,9.4
user_005001,treatment,9.18
user_005002,treatment,3.14
user_005003,treatment,10.13
user_005004,treatment,23.72
user_005005,treatment,4.76
user_005006,treatment,30.53
user_005007,treatment,19.5
user_005008,treatment,7.33
user_005009,treatment,11.78
user_005010,treatment,47.4
user_005011,treatment,23.73
user_005012,treatment,13.29
user_005013,treatment,10.91
user_005014,treatment,14.03
user_005015,treatment,8.76
user_005016,treatment,2.45
user_005017,treatment,67.61
user_005018,treatment,14.94
user_005019,treatment,18.15
user_005020,treatment,12.6
user_005021,treatment,7.33
user_005022,treatment,11.37
user_005023,treatment,3.67
user_005024,treatment,81.59
user_005025,treatment,4.92
user_005026,treatment,5.78
user_005027,treatment,9.28
user_005028,treatment,36.98
user_005029,treatment,13.35
user_005030,treatment,4.91
user_005031,treatment,36.0
user_005032,treatment,23.68
user_005033,treatment,20.3
user_005034,treatment,23.4
user_005035,treatment,89.61
user_005036,treatment,75.8
user_005037,treatment,7.62
user_005038,treatment,48.38
user_005039,treatment,17.93
user_005040,treatment,19.67
user_005041,treatment,3.41
user_005042,treatment,11.52
user_005043,treatment,6.89
user_005044,treatment,25.6
user_005045,treatment,31.09
user_005046,treatment,2.51
user_005047,treatment,12.97
user_005048,treatment,32.38
user_005049,treatment,11.37
user_005050,treatment,23.65
user_005051,treatment,17.48
user_005052,treatment,17.35
user_005053,treatment,10.62
user_005054,treatment,4.99
user_005055,treatment,5.38
user_005056,treatment,23.28
user_005057,treatment,13.4
user_005058,treatment,11.81
user_005059,treatment,9.4
user_005060,treatment,10.34
user_005061,treatment,30.49
user_005062,treatment,10.09
user_005063,treatment,4.51
user_005064,treatment,23.92
user_005065,treatment,11.2
user_005066,treatment,13.53
user_005067,treatment,47.75
user_005068,treatment,12.98
user_005069,treatment,16.63
user_005070,treatment,5.14
user_005071,treatment,11.07
user_005072,treatment,21.49
user_005073,treatment,3.8
user_005074,treatment,15.5
user_005075,treatment,14.31
user_005076,treatment,13.64
user_005077,treatment,30.26
user_005078,treatment,17.25
user_005079,treatment,43.05
user_005080,treatment,5.96
user_005081,treatment,14.71
user_005082,treatment,14.12
user_005083,treatment,5.61
user_005084,treatment,28.36
user_005085,treatment,84.75
user_005086,treatment,13.02
user_005087,treatment,19.77
user_005088,treatment,14.12
user_005089,treatment,7.46
user_005090,treatment,3.08
user_005091,treatment,7.5
user_005092,treatment,4.33
user_005093,treatment,51.59
user_005094,treatment,12.04
user_005095,treatment,10.01
user_005096,treatment,26.88
user_005097,treatment,5.38
user_005098,treatment,7.15
user_005099,treatment,13.94
user_005100,treatment,30.05
user_005101,treatment,19.71
user_005102,treatment,16.1
user_005103,treatment,14.05
user_005104,treatment,18.18
user_005105,treatment,15.51
user_005106,treatment,5.79
user_005107,treatment,13.69
user_005108,treatment,5.59
user_005109,treatment,14.08
user_005110,treatment,8.98
user_005111,treatment,100.64
user_005112,treatment,12.78
user_005113,treatment,4.29
user_005114,treatment,11.85
user_005115,treatment,20.0
user_005116,treatment,50.33
user_005117,treatment,8.24
user_005118,treatment,3.72
user_005119,treatment,25.37
user_005120,treatment,4.37
user_005121,treatment,9.31
user_005122,treatment,10.74
user_005123,treatment,12.48
user_005124,treatment,22.9
user_005125,treatment,7.64
user_005126,treatment,10.6
user_005127,treatment,13.05
user_005128,treatment,14.87
user_005129,treatment,14.27
user_005130,treatment,18.71
user_005131,treatment,25.92
user_005132,treatment,18.07
user_005133,treatment,18.97
user_005134,treatment,3.72
user_005135,treatment,13.74
user_005136,treatment,19.37
user_005137,treatment,23.65
user_005138,treatment,7.58
user_005139,treatment,7.79
user_005140,treatment,8.34
user_005141,treatment,20.27
user_005142,treatment,30.18
user_005143,treatment,9.53
user_005144,treatment,27.29
user_005145,treatment,14.57
user_005146,treatment,11.95
user_005147,treatment,11.14
user_005148,treatment,23.98
user_005149,treatment,17.12
user_005150,treatment,81.5
user_005151,treatment,6.67
user_005152,treatment,19.97
user_005153,treatment,8.64
user_005154,treatment,6.58
user_005155,treatment,13.08
user_005156,treatment,14.73
user_005157,treatment,136.26
user_005158,treatment,11.39
user_005159,treatment,5.34
user_005160,treatment,16.42
user_005161,treatment,2.51
user_005162,treatment,12.26
user_005163,treatment,13.37
user_005164,treatment,24.92
user_005165,treatment,28.76
user_005166,treatment,8.82
user_005167,treatment,11.7
user_005168,treatment,7.15
user_005169,treatment,5.35
user_005170,treatment,16.91
user_005171,treatment,4.76
user_005172,treatment,9.47
user_005173,treatment,5.95
user_005174,treatment,20.49
user_005175,treatment,55.76
user_005176,treatment,4.66
user_005177,treatment,3.0
user_005178,treatment,11.94
user_005179,treatment,13.36
user_005180,treatment,15.72
user_005181,treatment,9.23
user_005182,treatment,11.24
user_005183,treatment,17.71
user_005184,treatment,30.34
user_005185,treatment,2.76
user_005186,treatment,9.82
user_005187,treatment,15.66
user_005188,treatment,6.33
user_005189,treatment,52.72
user_005190,treatment,7.94
user_005191,treatment,12.77
user_005192,treatment,20.59
user_005193,treatment,8.22
user_005194,treatment,3.01
user_005195,treatment,9.37
user_005196,treatment,30.07
user_005197,treatment,10.08
user_005198,treatment,6.7
user_005199,treatment,27.68
user_005200,treatment,10.13
user_005201,treatment,8.77
user_005202,treatment,14.87
user_005203,treatment,24.45
user_005204,treatment,88.71
user_005205,treatment,25.58
user_005206,treatment,33.38
user_005207,treatment,8.8
user_005208,treatment,5.81
user_005209,treatment,13.87
user_005210,treatment,14.38
user_005211,treatment,5.57
user_005212,treatment,11.47
user_005213,treatment,18.16
user_005214,treatment,17.61
user_005215,treatment,19.76
user_005216,treatment,16.66
user_005217,treatment,8.8
user_005218,treatment,8.75
user_005219,treatment,5.06
user_005220,treatment,55.03
user_005221,treatment,13.34
user_005222,treatment,11.02
user_005223,treatment,6.28
user_005224,treatment,138.18
user_005225,treatment,5.59
user_005226,treatment,9.36
user_005227,treatment,18.41
user_005228,treatment,21.33
user_005229,treatment,28.4
user_005230,treatment,56.04
user_005231,treatment,19.79
user_005232,treatment,5.67
user_005233,treatment,10.75
user_005234,treatment,16.88
user_005235,treatment,69.03
user_005236,treatment,4.31
user_005237,treatment,34.54
user_005238,treatment,15.24
user_005239,treatment,25.8
user_005240,treatment,12.16
user_005241,treatment,6.73
user_005242,treatment,24.06
user_005243,treatment,22.28
user_005244,treatment,28.72
user_005245,treatment,13.06
user_005246,treatment,8.17
user_005247,treatment,3.79
user_005248,treatment,25.42
user_005249,treatment,18.52
user_005250,treatment,6.09
user_005251,treatment,8.58
user_005252,treatment,9.08
user_005253,treatment,4.03
user_005254,treatment,6.86
user_005255,treatment,5.33
user_005256,treatment,9.49
user_005257,treatment,7.31
user_005258,treatment,3.59
user_005259,treatment,66.56
user_005260,treatment,35.95
user_005261,treatment,7.08
user_005262,treatment,16.41
user_005263,treatment,18.43
user_005264,treatment,34.22
user_005265,treatment,6.86
user_005266,treatment,31.62
user_005267,treatment,8.51
user_005268,treatment,4.53
user_005269,treatment,23.55
user_005270,treatment,37.06
user_005271,treatment,104.62
user_005272,treatment,5.05
user_005273,treatment,23.08
user_005274,treatment,9.51
user_005275,treatment,24.7
user_005276,treatment,4.07
user_005277,treatment,4.81
user_005278,treatment,7.09
user_005279,treatment,14.06
user_005280,treatment,7.9
user_005281,treatment,22.36
user_005282,treatment,30.01
user_005283,treatment,21.32
user_005284,treatment,48.18
user_005285,treatment,18.41
user_005286,treatment,4.99
user_005287,treatment,39.28
user_005288,treatment,8.13
user_005289,treatment,27.34
user_005290,treatment,46.48
user_005291,treatment,19.02
user_005292,treatment,3.99
user_005293,treatment,6.33
user_005294,treatment,38.02
user_005295,treatment,11.53
user_005296,treatment,14.06
user_005297,treatment,24.22
user_005298,treatment,23.04
user_005299,treatment,16.49
user_005300,treatment,11.17
user_005301,treatment,10.28
user_005302,treatment,26.21
user_005303,treatment,20.55
user_005304,treatment,10.74
user_005305,treatment,31.36
user_005306,treatment,11.9
user_005307,treatment,6.68
user_005308,treatment,7.19
user_005309,treatment,6.03
user_005310,treatment,10.61
user_005311,treatment,35.41
user_005312,treatment,6.93
user_005313,treatment,15.34
user_005314,treatment,7.8
user_005315,treatment,10.72
user_005316,treatment,3.94
user_005317,treatment,11.06
user_005318,treatment,11.3
user_005319,treatment,20.33
user_005320,treatment,15.78
user_005321,treatment,5.06
user_005322,treatment,31.42
user_005323,treatment,15.62
user_005324,treatment,15.47
user_005325,treatment,13.1
user_005326,treatment,8.72
user_005327,treatment,15.71
user_005328,treatment,19.31
user_005329,treatment,3.26
user_005330,treatment,8.58
user_005331,treatment,10.76
user_005332,treatment,16.2
user_005333,treatment,34.28
user_005334,treatment,7.12
user_005335,treatment,8.86
user_005336,treatment,8.76
user_005337,treatment,6.95
user_005338,treatment,10.0
user_005339,treatment,24.45
user_005340,treatment,5.68
user_005341,treatment,18.58
user_005342,treatment,3.38
user_005343,treatment,8.42
user_005344,treatment,10.14
user_005345,treatment,50.39
user_005346,treatment,10.59
user_005347,treatment,2.27
user_005348,treatment,2.67
user_005349,treatment,13.56
user_005350,treatment,21.56
user_005351,treatment,17.82
user_005352,treatment,15.09
user_005353,treatment,33.44
user_005354,treatment,8.57
user_005355,treatment,27.0
user_005356,treatment,3.58
user_005357,treatment,6.4
user_005358,treatment,3.11
user_005359,treatment,10.59
user_005360,treatment,12.72
user_005361,treatment,14.46
user_005362,treatment,13.87
user_005363,treatment,6.28
user_005364,treatment,11.33
user_005365,treatment,3.98
user_005366,treatment,39.27
user_005367,treatment,10.35
user_005368,treatment,8.93
user_005369,treatment,47.05
user_005370,treatment,4.89
user_005371,treatment,5.36
user_005372,treatment,5.49
user_005373,treatment,12.5
user_005374,treatment,18.64
user_005375,treatment,23.85
user_005376,treatment,103.3
user_005377,treatment,2.18
user_005378,treatment,21.48
user_005379,treatment,8.45
user_005380,treatment,8.26
user_005381,treatment,8.04
user_005382,treatment,6.38
user_005383,treatment,50.79
user_005384,treatment,25.89
user_005385,treatment,13.44
user_005386,treatment,38.89
user_005387,treatment,3.94
user_005388,treatment,4.55
user_005389,treatment,2.31
user_005390,treatment,7.54
user_005391,treatment,15.02
user_005392,treatment,14.33
user_005393,treatment,14.87
user_005394,treatment,4.27
user_005395,treatment,25.09
user_005396,treatment,15.99
user_005397,treatment,23.72
user_005398,treatment,2.9
user_005399,treatment,16.93
user_005400,treatment,5.1
user_005401,treatment,9.6
user_005402,treatment,20.24
user_005403,treatment,14.19
user_005404,treatment,6.68
user_005405,treatment,13.26
user_005406,treatment,3.88
user_005407,treatment,33.12
user_005408,treatment,11.2
user_005409,treatment,32.29
user_005410,treatment,8.66
user_005411,treatment,8.68
user_005412,treatment,7.16
user_005413,treatment,26.6
user_005414,treatment,7.48
user_005415,treatment,22.1
user_005416,treatment,9.72
user_005417,treatment,2.72
user_005418,treatment,8.36
user_005419,treatment,5.14
user_005420,treatment,13.56
user_005421,treatment,5.09
user_005422,treatment,27.68
user_005423,treatment,12.27
user_005424,treatment,11.45
user_005425,treatment,22.3
user_005426,treatment,28.53
user_005427,treatment,12.99
user_005428,treatment,7.12
user_005429,treatment,3.19
user_005430,treatment,7.62
user_005431,treatment,8.05
user_005432,treatment,14.38
user_005433,treatment,10.01
user_005434,treatment,22.88
user_005435,treatment,8.08
user_005436,treatment,12.61
user_005437,treatment,34.03
user_005438,treatment,17.35
user_005439,treatment,12.58
user_005440,treatment,8.15
user_005441,treatment,7.95
user_005442,treatment,6.68
user_005443,treatment,8.56
user_005444,treatment,24.16
user_005445,treatment,11.05
user_005446,treatment,4.48
user_005447,treatment,54.3
user_005448,treatment,17.05
user_005449,treatment,4.28
user_005450,treatment,9.27
user_005451,treatment,14.42
user_005452,treatment,51.61
user_005453,treatment,5.44
user_005454,treatment,28.81
user_005455,treatment,40.43
user_005456,treatment,7.98
user_005457,treatment,10.57
user_005458,treatment,5.76
user_005459,treatment,11.21
user_005460,treatment,12.82
user_005461,treatment,22.37
user_005462,treatment,31.57
user_005463,treatment,7.25
user_005464,treatment,2.74
user_005465,treatment,12.97
user_005466,treatment,16.69
user_005467,treatment,16.11
user_005468,treatment,10.16
user_005469,treatment,14.58
user_005470,treatment,44.36
user_005471,treatment,17.91
user_005472,treatment,9.79
user_005473,treatment,8.84
user_005474,treatment,11.52
user_005475,treatment,48.88
user_005476,treatment,11.4
user_005477,treatment,12.99
user_005478,treatment,8.97
user_005479,treatment,31.79
user_005480,treatment,63.3
user_005481,treatment,18.93
user_005482,treatment,14.1
user_005483,treatment,13.59
user_005484,treatment,1.96
user_005485,treatment,23.95
user_005486,treatment,14.69
user_005487,treatment,18.59
user_005488,treatment,7.47
user_005489,treatment,9.7
user_005490,treatment,9.5
user_005491,treatment,29.88
user_005492,treatment,9.75
user_005493,treatment,69.83
user_005494,treatment,18.63
user_005495,treatment,4.76
user_005496,treatment,11.91
user_005497,treatment,7.84
user_005498,treatment,2.28
user_005499,treatment,47.45
user_005500,treatment,23.16
user_005501,treatment,20.22
user_005502,treatment,15.06
user_005503,treatment,4.37
user_005504,treatment,8.96
user_005505,treatment,25.88
user_005506,treatment,5.69
user_005507,treatment,1.74
user_005508,treatment,11.0
user_005509,treatment,11.78
user_005510,treatment,14.71
user_005511,treatment,23.64
user_005512,treatment,21.98
user_005513,treatment,16.23
user_005514,treatment,34.34
user_005515,treatment,3.92
user_005516,treatment,19.76
user_005517,treatment,21.79
user_005518,treatment,4.9
user_005519,treatment,3.97
user_005520,treatment,7.27
user_005521,treatment,7.77
user_005522,treatment,24.11
user_005523,treatment,8.07
user_005524,treatment,6.65
user_005525,treatment,8.09
user_005526,treatment,32.29
user_005527,treatment,13.34
user_005528,treatment,11.43
user_005529,treatment,12.09
user_005530,treatment,37.1
user_005531,treatment,7.25
user_005532,treatment,37.8
user_005533,treatment,15.62
user_005534,treatment,11.61
user_005535,treatment,97.58
user_005536,treatment,5.67
user_005537,treatment,9.94
user_005538,treatment,4.92
user_005539,treatment,28.27
user_005540,treatment,50.98
user_005541,treatment,50.2
user_005542,treatment,35.13
user_005543,treatment,11.27
user_005544,treatment,9.85
user_005545,treatment,3.47
user_005546,treatment,67.27
user_005547,treatment,19.21
user_005548,treatment,8.9
user_005549,treatment,38.19
user_005550,treatment,6.06
user_005551,treatment,18.27
user_005552,treatment,11.49
user_005553,treatment,22.0
user_005554,treatment,12.54
user_005555,treatment,4.13
user_005556,treatment,14.02
user_005557,treatment,30.54
user_005558,treatment,12.89
user_005559,treatment,24.53
user_005560,treatment,5.72
user_005561,treatment,12.92
user_005562,treatment,8.01
user_005563,treatment,23.99
user_005564,treatment,13.53
user_005565,treatment,22.92
user_005566,treatment,31.51
user_005567,treatment,22.95
user_005568,treatment,16.42
user_005569,treatment,5.94
user_005570,treatment,13.17
user_005571,treatment,8.62
user_005572,treatment,10.02
user_005573,treatment,9.78
user_005574,treatment,6.03
user_005575,treatment,2.76
user_005576,treatment,7.73
user_005577,treatment,15.41
user_005578,treatment,4.49
user_005579,treatment,13.36
user_005580,treatment,60.35
user_005581,treatment,29.92
user_005582,treatment,49.15
user_005583,treatment,18.05
user_005584,treatment,33.58
user_005585,treatment,7.4
user_005586,treatment,7.88
user_005587,treatment,1.48
user_005588,treatment,34.09
user_005589,treatment,45.25
user_005590,treatment,8.48
user_005591,treatment,10.77
user_005592,treatment,7.22
user_005593,treatment,17.92
user_005594,treatment,32.46
user_005595,treatment,3.27
user_005596,treatment,18.31
user_005597,treatment,10.58
user_005598,treatment,14.45
user_005599,treatment,19.05
user_005600,treatment,11.35
user_005601,treatment,12.15
user_005602,treatment,11.12
user_005603,treatment,28.68
user_005604,treatment,18.45
user_005605,treatment,15.74
user_005606,treatment,4.77
user_005607,treatment,9.75
user_005608,treatment,27.08
user_005609,treatment,13.6
user_005610,treatment,22.37
user_005611,treatment,54.23
user_005612,treatment,30.29
user_005613,treatment,14.22
user_005614,treatment,8.77
user_005615,treatment,1.71
user_005616,treatment,11.53
user_005617,treatment,10.17
user_005618,treatment,18.03
user_005619,treatment,11.67
user_005620,treatment,10.21
user_005621,treatment,3.18
user_005622,treatment,6.22
user_005623,treatment,19.32
user_005624,treatment,52.08
user_005625,treatment,12.21
user_005626,treatment,17.15
user_005627,treatment,28.28
user_005628,treatment,6.9
user_005629,treatment,17.7
user_005630,treatment,7.3
user_005631,treatment,26.36
user_005632,treatment,14.9
user_005633,treatment,16.76
user_005634,treatment,7.06
user_005635,treatment,23.23
user_005636,treatment,69.95
user_005637,treatment,5.89
user_005638,treatment,10.06
user_005639,treatment,15.88
user_005640,treatment,24.76
user_005641,treatment,8.43
user_005642,treatment,1.37
user_005643,treatment,39.15
user_005644,treatment,24.25
user_005645,treatment,3.27
user_005646,treatment,8.12
user_005647,treatment,46.27
user_005648,treatment,42.02
user_005649,treatment,27.96
user_005650,treatment,11.46
user_005651,treatment,14.1
user_005652,treatment,11.88
user_005653,treatment,32.54
user_005654,treatment,6.55
user_005655,treatment,6.93
user_005656,treatment,29.61
user_005657,treatment,12.74
user_005658,treatment,39.76
user_005659,treatment,7.71
user_005660,treatment,12.63
user_005661,treatment,6.31
user_005662,treatment,13.28
user_005663,treatment,4.04
user_005664,treatment,8.93
user_005665,treatment,4.18
user_005666,treatment,22.99
user_005667,treatment,23.41
user_005668,treatment,3.31
user_005669,treatment,38.36
user_005670,treatment,97.31
user_005671,treatment,13.69
user_005672,treatment,7.9
user_005673,treatment,126.4
user_005674,treatment,4.59
user_005675,treatment,13.41
user_005676,treatment,15.24
user_005677,treatment,38.71
user_005678,treatment,17.6
user_005679,treatment,8.86
user_005680,treatment,6.17
user_005681,treatment,10.04
user_005682,treatment,5.9
user_005683,treatment,13.71
user_005684,treatment,8.4
user_005685,treatment,3.99
user_005686,treatment,36.02
user_005687,treatment,8.86
user_005688,treatment,4.79
user_005689,treatment,11.54
user_005690,treatment,13.94
user_005691,treatment,3.26
user_005692,treatment,17.21
user_005693,treatment,5.71
user_005694,treatment,51.87
user_005695,treatment,20.07
user_005696,treatment,9.58
user_005697,treatment,7.27
user_005698,treatment,12.13
user_005699,treatment,21.55
user_005700,treatment,12.93
user_005701,treatment,11.09
user_005702,treatment,13.83
user_005703,treatment,8.14
user_005704,treatment,10.03
user_005705,treatment,2.49
user_005706,treatment,28.76
user_005707,treatment,16.76
user_005708,treatment,7.11
user_005709,treatment,60.28
user_005710,treatment,14.15
user_005711,treatment,5.76
user_005712,treatment,26.19
user_005713,treatment,18.15
user_005714,treatment,18.1
user_005715,treatment,9.39
user_005716,treatment,18.92
user_005717,treatment,10.7
user_005718,treatment,20.59
user_005719,treatment,2.87
user_005720,treatment,9.33
user_005721,treatment,52.34
user_005722,treatment,7.14
user_005723,treatment,8.14
user_005724,treatment,9.22
user_005725,treatment,4.99
user_005726,treatment,2.26
user_005727,treatment,10.97
user_005728,treatment,14.71
user_005729,treatment,12.65
user_005730,treatment,11.75
user_005731,treatment,13.66
user_005732,treatment,29.91
user_005733,treatment,11.33
user_005734,treatment,8.34
user_005735,treatment,10.54
user_005736,treatment,20.98
user_005737,treatment,40.84
user_005738,treatment,7.98
user_005739,treatment,14.28
user_005740,treatment,17.3
user_005741,treatment,5.97
user_005742,treatment,13.41
user_005743,treatment,4.09
user_005744,treatment,3.21
user_005745,treatment,17.7
user_005746,treatment,9.71
user_005747,treatment,15.52
user_005748,treatment,13.01
user_005749,treatment,6.04
user_005750,treatment,12.73
user_005751,treatment,4.92
user_005752,treatment,40.16
user_005753,treatment,4.46
user_005754,treatment,11.28
user_005755,treatment,5.73
user_005756,treatment,20.83
user_005757,treatment,10.12
user_005758,treatment,8.72
user_005759,treatment,26.12
user_005760,treatment,13.51
user_005761,treatment,19.95
user_005762,treatment,6.02
user_005763,treatment,4.29
user_005764,treatment,14.38
user_005765,treatment,10.23
user_005766,treatment,21.78
user_005767,treatment,12.38
user_005768,treatment,15.55
user_005769,treatment,3.6
user_005770,treatment,59.78
user_005771,treatment,11.57
user_005772,treatment,23.06
user_005773,treatment,6.76
user_005774,treatment,16.88
user_005775,treatment,4.65
user_005776,treatment,18.95
user_005777,treatment,9.93
user_005778,treatment,13.51
user_005779,treatment,23.07
user_005780,treatment,4.92
user_005781,treatment,7.63
user_005782,treatment,19.03
user_005783,treatment,70.71
user_005784,treatment,11.82
user_005785,treatment,21.18
user_005786,treatment,12.11
user_005787,treatment,62.41
user_005788,treatment,3.26
user_005789,treatment,14.23
user_005790,treatment,3.6
user_005791,treatment,1.78
user_005792,treatment,16.74
user_005793,treatment,14.76
user_005794,treatment,10.51
user_005795,treatment,12.12
user_005796,treatment,157.38
user_005797,treatment,10.73
user_005798,treatment,19.85
user_005799,treatment,7.85
user_005800,treatment,16.71
user_005801,treatment,10.91
user_005802,treatment,9.5
user_005803,treatment,56.55
user_005804,treatment,33.84
user_005805,treatment,14.72
user_005806,treatment,2.09
user_005807,treatment,9.89
user_005808,treatment,114.71
user_005809,treatment,10.97
user_005810,treatment,31.9
user_005811,treatment,41.83
user_005812,treatment,15.72
user_005813,treatment,6.73
user_005814,treatment,1.88
user_005815,treatment,22.81
user_005816,treatment,6.88
user_005817,treatment,15.19
user_005818,treatment,4.86
user_005819,treatment,10.67
user_005820,treatment,13.56
user_005821,treatment,16.36
user_005822,treatment,5.41
